edad,ingresos,frecuencia_uso,satisfaccion,antiguedad_meses,indice_valor,nivel_riesgo,segmento_edad,desercion,ingresos_normalizado,indice_valor_normalizado
64,3628.57,23,1,12,279.12076923076927,Alto,Mayor,1,0.666115220344324,0.11749380315324928
28,3772.9,13,5,65,57.165151515151514,Bajo,Joven,0,0.6968450457125581,0.02264739273987224
25,1585.4,23,5,3,396.35,Bajo,Joven,1,0.2310964626528188,0.1675883754304374
24,2964.11,24,4,40,72.29536585365854,Bajo,Joven,0,0.5246426244586672,0.029112858825218465
49,2136.45,20,5,62,33.91190476190476,Bajo,Adulto,1,0.348422522856279,0.012710780151729658
54,2084.15,7,3,52,39.32358490566038,Bajo,Mayor,1,0.3372871395904394,0.015023307499418652
40,4329.32,7,1,34,123.69485714285713,Alto,Adulto,0,0.8153144521519181,0.051076967217826626
39,3917.4,15,1,61,63.18387096774194,Alto,Adulto,1,0.7276110663992472,0.0252193210435513
42,2722.28,12,3,28,93.87172413793104,Bajo,Adulto,1,0.4731537193883418,0.03833290089542276
46,2413.33,2,1,45,52.46369565217391,Alto,Adulto,1,0.40737405093745876,0.02063835950651797
64,2278.38,5,3,14,151.892,Alto,Mayor,1,0.3786413554933848,0.06312621296992013
31,3235.84,8,2,49,64.7168,Alto,Adulto,0,0.5824976473043005,0.02587437459716045
38,1583.58,30,1,26,58.651111111111106,Alto,Adulto,1,0.23070895983171305,0.023282375242890733
60,2529.69,17,3,86,29.07689655172414,Bajo,Mayor,0,0.4321486818516674,0.010644677127284466
57,1664.76,9,1,79,20.8095,Alto,Mayor,1,0.2479932889621312,0.007111840723028
57,3504.18,28,2,76,45.508831168831165,Alto,Mayor,1,0.6396308929172149,0.017666396291774203
21,1610.17,13,5,116,13.762136752136753,Bajo,Joven,0,0.2363703334653398,0.004100350796265247
46,1980.7,19,1,108,18.171559633027524,Alto,Adulto,1,0.3152612237424256,0.005984592053825784
53,2920.61,30,1,74,38.94146666666667,Alto,Mayor,1,0.5153808812069649,0.014860020155331373
52,1623.72,10,2,16,95.51294117647059,Alto,Mayor,1,0.23925531325983557,0.03903422824373162
19,1057.33,2,3,98,10.680101010101009,Alto,Joven,1,0.11866315784991291,0.0027833306194100862
38,2121.43,4,2,83,25.255119047619047,Alto,Adulto,1,0.3452245600139671,0.00901154938132493
24,3088.71,26,5,21,140.3959090909091,Bajo,Joven,0,0.5511716637497499,0.05821368600738944
40,2026.9,10,4,64,31.183076923076925,Bajo,Adulto,1,0.3250978338166473,0.011544693310528244
28,1093.31,24,4,33,32.156176470588235,Bajo,Joven,1,0.1263237905440795,0.011960519681611957
36,3133.08,10,1,60,51.36196721311475,Alto,Adulto,1,0.5606186418664861,0.020167567242863803
61,3384.24,8,3,99,33.8424,Bajo,Mayor,1,0.6140940311790731,0.0126810792717017
61,1995.01,28,2,118,16.764789915966386,Alto,Mayor,1,0.3183080179017787,0.005383449089683982
61,1069.3,16,2,115,9.218103448275862,Alto,Mayor,1,0.12121173409641581,0.002158587609075965
32,3381.48,28,5,50,66.3035294117647,Bajo,Adulto,1,0.6135063895382755,0.026552418210348174
19,2158.27,17,1,13,154.16214285714287,Alto,Joven,1,0.3530682984367881,0.06409629385069082
44,3255.3,9,2,119,27.1275,Alto,Adulto,1,0.5866409466992,0.009811658043081132
26,3041.99,13,2,8,337.99888888888887,Alto,Joven,0,0.5412243385837836,0.14265369033671746
38,2286.58,9,5,1,1143.29,Bajo,Adulto,0,0.38038724732474016,0.4867719064593207
31,876.25,13,3,18,46.11842105263158,Bajo,Adulto,1,0.08010875628627516,0.017926887163317973
24,3621.27,17,3,57,62.43568965517241,Bajo,Joven,0,0.6645609507871417,0.024899607072956922
45,1613.28,30,2,94,16.981894736842104,Alto,Adulto,1,0.237032494879427,0.005476222650251772
63,2497.85,21,1,55,44.604464285714286,Alto,Mayor,1,0.42536951161869724,0.01727994086684204
46,3447.47,14,4,16,202.79235294117646,Bajo,Adulto,1,0.6275565605079267,0.08487702880838253
38,873.64,26,5,35,24.267777777777777,Bajo,Adulto,1,0.07955305169117302,0.008589637215905381
33,4798.53,8,2,72,65.73328767123287,Alto,Adulto,1,0.9152156602239,0.026308741646925406
44,3577.61,10,3,100,35.42188118811881,Bajo,Adulto,0,0.6552651413533643,0.013356025562993448
52,694.37,2,2,65,10.520757575757576,Alto,Mayor,1,0.04138402381226127,0.0027152397419366535
52,2096.22,8,1,49,41.9244,Alto,Mayor,1,0.3398570072007392,0.016134691740943456
48,2284.21,4,5,15,142.763125,Alto,Adulto,1,0.37988264200275085,0.05922524829160421
25,2902.03,25,4,28,100.07000000000001,Bajo,Joven,0,0.5114249458134792,0.04098155751569516
60,1503.72,24,4,85,17.485116279069768,Bajo,Mayor,1,0.2137056767034156,0.005691260041123899
62,2700.81,2,3,46,57.46404255319149,Alto,Mayor,1,0.4685824635811222,0.022775115310513103
41,1570.48,15,3,15,98.155,Bajo,Adulto,0,0.2279197911743039,0.04016323681802157
59,2004.9,22,5,39,50.1225,Bajo,Mayor,0,0.32041373378130367,0.0196379162378614
27,2559.74,4,2,81,31.216341463414633,Alto,Joven,1,0.4385467366726708,0.011558907964239442
23,2440.65,24,3,16,143.56764705882352,Bajo,Joven,1,0.41319085152680374,0.05956903787513959
56,3877.42,17,3,21,176.24636363636364,Bajo,Mayor,0,0.7190987791532,0.07353335649070625
29,987.9,25,4,66,14.744776119402985,Bajo,Joven,0,0.10388056396564425,0.004520253737561768
63,1974.51,10,5,8,219.39,Bajo,Mayor,1,0.3139432883233903,0.0919695604642136
21,3177.92,8,4,85,36.95255813953489,Bajo,Joven,0,0.5701656893930684,0.014010116754009474
54,2877.0,9,3,100,28.485148514851485,Bajo,Mayor,0,0.5060957174550859,0.010391810460767177
48,1356.54,21,2,47,28.26125,Alto,Adulto,1,0.18236904746696644,0.010296133808609815
42,2881.5,3,2,25,110.82692307692308,Alto,Adulto,1,0.5070538288259516,0.04557822216171544
46,3099.33,13,2,65,46.959545454545456,Alto,Adulto,1,0.553432806584993,0.018286317715487395
32,2506.72,22,1,113,21.98877192982456,Alto,Adulto,1,0.4272580555874926,0.0076157689884906185
43,3353.38,1,4,80,41.39975308641976,Alto,Adulto,1,0.6075235163113138,0.01591049882796524
34,3421.61,11,3,51,65.80019230769231,Bajo,Adulto,1,0.6220506138300184,0.0263373314374137
36,2077.2,8,5,50,40.72941176470588,Bajo,Adulto,0,0.3358073898065466,0.015624047560046529
21,2342.9,17,2,19,117.14500000000001,Alto,Joven,1,0.39237854341521994,0.0482780723526542
64,2915.73,8,3,27,104.13321428571429,Bajo,Mayor,0,0.5143418626536704,0.04271785639250091
26,2418.31,10,2,24,96.7324,Alto,Joven,1,0.4084343608545502,0.03955532923342081
60,2563.01,7,5,1,1281.505,Bajo,Mayor,0,0.43924296426883336,0.545834149398723
60,1851.02,3,3,50,36.29450980392157,Alto,Mayor,0,0.2876505831704544,0.013728918543512329
28,1748.73,3,4,18,92.03842105263158,Alto,Joven,1,0.26587164714248607,0.03754949104695832
41,2832.3,2,5,65,42.913636363636364,Alto,Adulto,1,0.4965784778378195,0.016557413720711078
40,3096.24,8,5,74,41.283199999999994,Bajo,Adulto,0,0.5527749034436652,0.015860693186714573
35,2410.63,19,1,85,28.03058139534884,Alto,Adulto,1,0.4067991841149393,0.010197564151435126
40,2903.92,22,3,31,90.7475,Bajo,Adulto,0,0.5118273525892428,0.03699785270939644
57,2390.85,24,3,63,37.35703125,Bajo,Mayor,0,0.4025877523558894,0.014182956815600084
36,1300.74,9,3,96,13.409690721649485,Bajo,Adulto,0,0.17048846646823115,0.00394974302521531
63,2707.18,22,5,8,300.79777777777775,Bajo,Mayor,1,0.46993872345499216,0.1267568552460244
43,2347.97,24,1,46,49.9568085106383,Alto,Adulto,1,0.39345801555972865,0.01956711269991203
19,2978.5,4,4,40,72.64634146341463,Alto,Joven,0,0.5277064517090578,0.029262838253856595
25,2843.77,12,5,83,33.85440476190476,Bajo,Joven,0,0.49902059726533726,0.012686209164723794
32,4264.34,4,5,118,35.83478991596639,Alto,Adulto,0,0.8014793239566168,0.013532470345368251
53,1632.99,2,1,108,14.981559633027523,Alto,Mayor,1,0.241229022683819,0.004621436426891708
64,2557.95,30,1,55,45.677678571428565,Alto,Mayor,0,0.43816562126070424,0.01773854841934281
49,2910.55,9,2,52,54.91603773584906,Alto,Adulto,1,0.513238970008985,0.02168629803646437
60,2227.33,23,5,82,26.835301204819277,Bajo,Mayor,1,0.3677721142750078,0.009686795211785218
52,3346.4,18,5,111,29.87857142857143,Bajo,Mayor,1,0.606037379118282,0.010987250048709566
25,1534.38,1,2,45,33.35608695652174,Alto,Joven,1,0.2202336088435809,0.012473267246100189
58,3604.84,24,2,78,45.63088607594937,Alto,Mayor,1,0.6610627797152919,0.017718552979370784
49,2583.76,19,2,19,129.18800000000002,Alto,Adulto,1,0.4436609222567143,0.053424305335465196
22,1209.45,14,5,96,12.468556701030929,Bajo,Joven,0,0.15105158045793468,0.0035475762114519018
38,3043.34,23,3,100,30.132079207920793,Bajo,Adulto,0,0.5415117719950434,0.011095579376575284
63,3473.98,7,4,84,40.87035294117647,Bajo,Mayor,0,0.633200901050516,0.015684274756840446
30,3878.05,8,1,119,32.317083333333336,Alto,Adulto,1,0.7192329147451212,0.012029278645675686
26,1537.0,29,5,118,12.915966386554622,Bajo,Joven,0,0.22079144257506272,0.003738763995265828
51,3102.63,6,5,90,34.09483516483517,Bajo,Mayor,0,0.5541354215902946,0.012788950248310192
20,3257.76,12,5,98,32.906666666666666,Bajo,Joven,1,0.5871647142486065,0.012281220287801039
48,3156.25,9,5,116,26.976495726495727,Bajo,Adulto,0,0.5655518508582549,0.009747130668435851
49,2854.77,1,1,68,41.37347826086957,Alto,Adulto,1,0.501362647283009,0.0158992710297535
51,2360.68,10,2,60,38.69967213114754,Alto,Mayor,0,0.3961641478983295,0.014756696148543028
34,1569.32,13,3,19,78.466,Bajo,Adulto,0,0.2276728113542585,0.03174970354570025
34,1094.59,25,4,51,21.04980769230769,Bajo,Adulto,1,0.1265963200006813,0.00721452936972542
56,2294.95,26,5,64,35.30692307692308,Bajo,Mayor,1,0.3821693344745504,0.013306901488968941
18,4315.93,19,4,48,88.08020408163266,Bajo,Joven,1,0.8124635385394977,0.03585805978155295
41,3393.85,18,1,108,31.13623853211009,Alto,Adulto,0,0.6161401312399665,0.011524678258426997
43,1178.42,22,3,81,14.370975609756098,Bajo,Adulto,0,0.1444448702717204,0.004360520738164909
32,3486.26,14,5,113,30.58122807017544,Bajo,Adulto,0,0.6358154805247896,0.011287510348021512
51,1801.43,23,1,23,75.05958333333334,Alto,Mayor,1,0.27709219586351386,0.03029406842129628
23,2446.54,7,2,80,30.204197530864196,Alto,Joven,1,0.414444912854448,0.011126397087460974
52,4002.02,5,2,24,160.0808,Alto,Mayor,1,0.7456278184442826,0.06662546337676582
53,1720.64,2,3,119,14.338666666666667,Alto,Mayor,1,0.2598909030519041,0.004346714431715803
44,3666.25,2,5,80,45.26234567901235,Alto,Adulto,1,0.6741378062230399,0.017561067739296422
23,1606.4,28,5,67,23.623529411764707,Bajo,Joven,0,0.23556764905019228,0.008314336029299174
22,2919.36,13,4,85,33.946046511627905,Bajo,Joven,0,0.5151147391595021,0.012725369655882788
55,1705.05,13,1,79,21.313125,Alto,Mayor,1,0.2565715794359492,0.007327050520085891
46,1661.08,12,1,3,415.27,Alto,Adulto,1,0.24720976677440096,0.17567329845914983
61,2796.54,24,4,76,36.3187012987013,Bajo,Mayor,1,0.4889646861440063,0.013739256089666854
36,3968.55,28,5,31,124.0171875,Bajo,Adulto,0,0.7385015989814212,0.05121470591377364
44,2709.41,4,1,1,1354.705,Alto,Adulto,1,0.47041352086766564,0.577114084160972
63,2645.53,5,5,25,101.75115384615385,Alto,Mayor,1,0.45681259767413146,0.041699950721063965
62,3624.67,14,1,106,33.87542056074766,Alto,Mayor,1,0.6652848571562403,0.012695189667685304
27,3149.06,24,4,17,174.9477777777778,Bajo,Joven,0,0.5640210018012494,0.07297844281666602
20,2008.68,9,2,18,105.72,Alto,Joven,1,0.3212185473328309,0.04339592406496711
50,2422.1,13,4,65,36.698484848484846,Bajo,Mayor,1,0.40924130354245714,0.01390154577082812
39,2576.34,18,5,20,122.68285714285715,Bajo,Adulto,0,0.44208110306297566,0.05064451784652341
20,2816.7,21,5,30,90.86129032258064,Bajo,Joven,0,0.4932570250854848,0.03704647776222292
49,2234.26,19,5,114,19.42834782608696,Bajo,Adulto,1,0.3692476057861411,0.006521644686187313
64,3824.79,29,2,32,115.90272727272728,Alto,Mayor,0,0.70789313438683,0.04774722249109666
40,3201.07,22,2,65,48.501060606060605,Alto,Adulto,1,0.5750946401120778,0.01894504030256953
55,2860.51,28,5,80,35.314938271604944,Bajo,Mayor,0,0.5025847715649578,0.013310326554088552
19,1287.01,6,5,55,22.982321428571428,Bajo,Joven,1,0.16756516221890078,0.008040334063680061
37,4346.65,10,1,11,362.2208333333333,Alto,Adulto,1,0.819004245497941,0.15300424828804318
30,3594.17,10,3,63,56.15890625,Bajo,Adulto,0,0.6587909911981502,0.022217402490572222
62,2088.21,20,5,65,31.639545454545456,Bajo,Mayor,0,0.3381515689605982,0.01173975213409867
58,3540.57,15,1,75,46.586447368421055,Alto,Mayor,1,0.6473788202029493,0.018126884876773035
45,1588.6,12,4,7,198.575,Bajo,Adulto,1,0.2317777862943233,0.08307486316809048
63,2566.67,9,4,88,28.838988764044945,Bajo,Mayor,0,0.4400222281838041,0.0105430140114643
40,2823.43,28,2,96,29.107525773195874,Alto,Adulto,0,0.49468993386902405,0.010657765652550236
38,2348.39,7,1,10,213.48999999999998,Alto,Adulto,1,0.3935474392876761,0.08944836353665528
19,2555.11,28,5,29,85.17033333333333,Bajo,Joven,0,0.437560946528869,0.03461460941033192
63,1769.04,9,5,69,25.272,Bajo,Mayor,0,0.2701959231296602,0.009018762975439696
56,2744.81,6,3,120,22.684380165289255,Bajo,Mayor,0,0.47795066365180955,0.007913017352225849
58,2357.0,14,5,112,20.858407079646017,Bajo,Mayor,0,0.3953806257105993,0.007132739770305862
36,4261.51,16,2,68,61.761014492753624,Alto,Adulto,0,0.8008767783611612,0.024611303861670455
43,1987.29,26,3,115,17.131810344827585,Bajo,Adulto,1,0.316664324616649,0.005540284814700252
28,2271.19,4,1,59,37.85316666666667,Alto,Joven,1,0.3771105064363793,0.014394966152575147
64,3376.13,26,3,94,35.538210526315794,Bajo,Mayor,0,0.6123673015751352,0.013405735591814995
64,2797.74,28,3,100,27.70039603960396,Bajo,Mayor,1,0.48922018250957044,0.010056468845599745
56,1278.47,30,4,1,639.235,Bajo,Mayor,1,0.16574687975063557,0.27137836115077685
26,2120.58,21,4,99,21.2058,Bajo,Joven,1,0.3450435834216925,0.007281188238687552
54,2108.27,20,2,50,41.33862745098039,Alto,Mayor,1,0.34242261653827977,0.01588437852893731
61,3491.61,15,2,28,120.40034482758621,Alto,Mayor,0,0.63695456848793,0.04966915123018864
56,707.01,25,4,103,6.798173076923077,Bajo,Mayor,1,0.04407525219620417,0.0011244993010827943
31,1895.38,1,2,29,63.17933333333334,Alto,Adulto,0,0.297095432150811,0.02521738201474972
63,3671.63,19,2,80,45.32876543209877,Alto,Mayor,1,0.6752832815953194,0.017589450328688062
31,3128.71,5,4,14,208.58066666666667,Alto,Adulto,1,0.5596882092685566,0.08735049978811976
23,2649.99,14,1,66,39.552089552238805,Alto,Joven,1,0.45776219249947836,0.015120952450755315
41,1851.68,9,3,104,17.63504761904762,Bajo,Adulto,1,0.2877911061715147,0.0057553289281911625
18,2070.34,12,5,3,517.585,Bajo,Joven,0,0.33434680225007135,0.21939469907662945
34,2797.25,6,1,25,107.58653846153847,Alto,Adulto,0,0.4891158548269651,0.044193536104695966
45,1523.51,23,2,100,15.084257425742575,Alto,Adulto,1,0.21791923759884516,0.004665321403071404
46,2795.33,1,1,80,34.51024691358025,Alto,Adulto,1,0.4887070606420624,0.01296646462536235
53,2747.75,23,3,103,26.420673076923077,Bajo,Mayor,0,0.47857662974744186,0.009509615692779937
19,1971.12,6,2,34,56.31771428571428,Alto,Joven,0,0.31322151109067137,0.02228526458069331
50,1956.22,14,4,83,23.288333333333334,Bajo,Mayor,1,0.3100490978849159,0.00817109953386345
37,572.25,19,5,65,8.670454545454545,Bajo,Adulto,0,0.015383010343344534,0.001924565451249899
50,1999.2,16,1,93,21.26808510638298,Alto,Mayor,0,0.3192001260448737,0.007307804004593555
37,2259.32,6,5,37,59.45578947368421,Bajo,Adulto,0,0.37458322155367346,0.0236262316183809
27,1116.54,22,2,52,21.06679245283019,Alto,Joven,1,0.13126977435412648,0.007221787323292307
23,1877.07,6,5,37,49.39657894736842,Bajo,Joven,0,0.29319698343957723,0.019327714555226715
60,2679.01,13,4,67,39.39720588235294,Bajo,Mayor,1,0.4639409462733727,0.015054767326578164
46,2197.48,19,3,30,70.88645161290323,Bajo,Adulto,0,0.3614166421815983,0.028510799459966693
59,2019.16,14,1,24,80.7664,Alto,Mayor,1,0.32344988225875826,0.03273271395454011
54,2325.15,16,4,46,49.47127659574468,Bajo,Mayor,0,0.3885993263412495,0.01935963446735927
50,1366.47,7,1,70,19.24605633802817,Alto,Mayor,1,0.18448327989201022,0.0064437476116764895
64,2223.04,4,1,41,52.92952380952381,Alto,Mayor,1,0.36685871476811577,0.020837417899582496
62,2265.78,16,5,18,119.25157894736843,Bajo,Mayor,0,0.37595864365496073,0.04917825885600408
44,3425.19,6,5,24,137.0076,Bajo,Adulto,1,0.6228128446539515,0.056765788639657574
22,2395.94,5,2,95,24.957708333333333,Alto,Joven,1,0.40367148277315756,0.008884459384870681
47,3867.16,17,2,61,62.37354838709677,Alto,Adulto,1,0.716914285227626,0.02487305277225406
18,1924.63,14,3,90,21.149780219780222,Bajo,Joven,0,0.3033231560614384,0.00725724978143796
20,1893.31,26,1,94,19.92957894736842,Alto,Joven,0,0.29665470092021273,0.006735831527368911
35,1813.52,11,1,83,21.589523809523808,Alto,Adulto,1,0.2796663217465732,0.007445161677603214
54,2359.35,18,4,71,32.76875,Bajo,Mayor,0,0.39588097275982914,0.012222285529113057
56,2265.69,5,2,5,377.615,Alto,Mayor,1,0.3759394814275434,0.15958250688165687
40,2004.4,29,1,27,71.58571428571429,Alto,Adulto,1,0.3203072769623186,0.028809609443398467
52,3853.59,6,5,89,42.81766666666667,Bajo,Mayor,0,0.7140250471603709,0.016516403804585873
46,2370.94,25,1,31,74.091875,Alto,Adulto,1,0.3983486418239034,0.02988054583201279
47,2749.36,24,2,83,32.73047619047619,Alto,Adulto,1,0.4789194207045739,0.012205930306913502
47,1761.67,17,2,68,25.53144927536232,Alto,Adulto,1,0.26862674961782007,0.00912963123237202
34,3007.07,10,2,50,58.962156862745104,Alto,Adulto,0,0.5337893943458655,0.023415291784136448
54,2174.48,8,1,109,19.768,Alto,Mayor,1,0.3565196285082845,0.006666785367086985
53,2663.37,20,4,31,83.2303125,Bajo,Mayor,0,0.46061097697551917,0.03378559677229817
52,2020.59,2,5,33,59.429117647058824,Alto,Mayor,1,0.3237543487610555,0.023614834173068984
27,1869.96,2,1,42,43.48744186046512,Alto,Joven,1,0.2916831674736094,0.016802613153867132
22,2213.81,11,1,65,33.542575757575754,Alto,Joven,1,0.36489352188965113,0.012552957922751275
22,3444.2,26,4,103,33.11730769230769,Bajo,Joven,1,0.6268603329117644,0.012371231729608476
38,3580.09,15,4,100,35.44643564356436,Bajo,Adulto,0,0.6557931671755304,0.013366518210048903
31,1097.78,28,5,65,16.633030303030303,Bajo,Adulto,1,0.12727551450580615,0.005327145372512673
36,4087.16,21,5,82,49.24289156626506,Bajo,Adulto,1,0.7637552855810626,0.01926204063098226
47,2285.98,6,4,96,23.56680412371134,Bajo,Adulto,1,0.38025949914195806,0.008290096093374597
51,2184.8,12,1,103,21.00769230769231,Alto,Mayor,1,0.3587168972521366,0.007196532559844871
21,1398.66,30,3,50,27.424705882352942,Bajo,Joven,1,0.1913369698982699,0.009938660510443927
55,3435.55,8,2,117,29.11483050847458,Alto,Mayor,1,0.6250186299433225,0.01066088712308266
37,2039.67,4,2,110,18.375405405405406,Alto,Adulto,0,0.32781674097352637,0.006071699737726609
37,1802.86,1,4,106,16.84915887850467,Alto,Adulto,1,0.2773966623658112,0.005419501762418356
28,3226.38,27,1,112,28.55203539823009,Alto,Joven,1,0.5804834842891027,0.010420392664982108
48,659.48,7,3,119,5.495666666666667,Bajo,Adulto,1,0.03395546698348217,0.0005679102909703402
57,3685.62,5,4,72,50.48794520547945,Alto,Mayor,1,0.6782619433905219,0.019794078836038637
49,2903.92,18,4,25,111.68923076923078,Bajo,Adulto,0,0.5118273525892428,0.04594670478958935
34,3868.49,10,1,101,37.926372549019604,Alto,Adulto,1,0.7171974603661263,0.014426248600993355
34,2303.56,8,4,102,22.364660194174757,Bajo,Adulto,1,0.38400252089747355,0.0077763941303863725
28,2061.48,3,1,108,18.912660550458718,Alto,Joven,0,0.33246038741765566,0.0063012804192559835
51,2613.77,27,2,48,53.34224489795918,Alto,Mayor,1,0.45005046053219894,0.021013782499599752
46,1513.43,22,1,76,19.654935064935067,Alto,Adulto,1,0.2157730681281059,0.006618470287951342
60,1775.49,2,1,84,20.888117647058824,Alto,Mayor,1,0.27156921609456774,0.0071454357349291136
33,2017.39,14,2,55,36.02482142857143,Alto,Adulto,1,0.32307302511955105,0.01361367489887996
22,1394.96,3,4,29,46.498666666666665,Alto,Joven,0,0.19054918943778026,0.018089374294474377
45,3198.29,14,1,101,31.35578431372549,Alto,Adulto,0,0.5745027401985207,0.011618494894031595
45,2935.46,19,5,94,30.899578947368422,Bajo,Adulto,0,0.5185426487308218,0.011423548526574807
32,2227.05,19,1,71,30.931250000000002,Alto,Adulto,1,0.36771249845637616,0.011437082248708243
26,2392.39,1,1,107,22.151759259259258,Alto,Joven,1,0.40291563935836344,0.0076854169807281944
57,3740.07,23,5,66,55.821940298507464,Bajo,Mayor,1,0.6898550909779976,0.022073409690301925
40,2625.09,22,4,2,875.0300000000001,Bajo,Adulto,1,0.45246064291402127,0.3721386373429149
47,4414.57,3,3,22,191.9378260869565,Alto,Adulto,1,0.8334653397888748,0.08023865596855904
60,2918.69,1,2,107,27.024907407407408,Alto,Mayor,1,0.5149720870220621,0.009767818021176947
57,3983.62,29,4,74,53.11493333333333,Bajo,Mayor,0,0.7417102075056315,0.020916647377848367
34,2500.93,26,3,101,24.518921568627448,Bajo,Adulto,0,0.42602528562364533,0.008696956360628354
63,3212.42,10,4,85,37.35372093023256,Bajo,Mayor,1,0.5775112099030392,0.01418154224474807
39,2523.86,22,4,12,194.14307692307693,Bajo,Adulto,1,0.4309073953423013,0.08118100709271535
59,2294.59,14,4,45,49.88239130434783,Bajo,Mayor,1,0.38209268556488124,0.019535312626715925
64,2928.2,1,3,106,27.366355140186915,Alto,Mayor,1,0.5169968957191584,0.009913725983008378
45,3037.53,2,1,5,506.25500000000005,Alto,Adulto,1,0.5402747437584368,0.21455314633269118
40,2826.42,14,5,34,80.75485714285715,Bajo,Adulto,1,0.49532654564655487,0.032727781443359805
54,1077.65,7,4,56,18.906140350877195,Bajo,Mayor,1,0.12298956297346672,0.006298494197704796
53,500.0,28,5,106,4.672897196261682,Bajo,Mayor,0,0.0,0.00021632319590697866
19,3560.32,3,5,115,30.692413793103448,Alto,Joven,0,0.6515838645528601,0.011335022399383282
54,1983.8,23,5,12,152.6,Bajo,Mayor,1,0.3159212560201331,0.06342875660122713
53,1565.67,26,1,8,173.96333333333334,Alto,Mayor,1,0.2268956765756674,0.07255776852705836
54,1532.38,11,3,38,39.29179487179488,Bajo,Mayor,0,0.21980778156764055,0.015009722934044298
21,3087.51,22,2,69,44.107285714285716,Alto,Joven,1,0.5509161673841857,0.017067485767395675
26,2892.56,3,1,29,96.41866666666667,Alto,Joven,1,0.5094086536619017,0.03942126423069664
19,2144.29,7,1,48,43.76102040816326,Alto,Joven,0,0.35009176577796514,0.016919519152833646
54,1304.23,3,2,76,16.93805194805195,Alto,Mayor,1,0.17123153506474706,0.0054574876834054455
34,2277.13,28,2,29,75.90433333333334,Alto,Adulto,0,0.3783752134459221,0.030655048269525923
59,2468.36,3,4,51,47.46846153846154,Alto,Mayor,0,0.41909068843495706,0.018503788506530488
33,3439.49,18,3,7,429.93625,Bajo,Adulto,1,0.6258575096769249,0.1819405026013197
22,2255.8,16,1,93,23.997872340425534,Alto,Joven,1,0.37383376554801845,0.008474300816009828
48,3625.73,12,3,14,241.71533333333335,Bajo,Adulto,1,0.6655105456124887,0.1015096556856908
45,2550.85,19,2,109,23.189545454545453,Alto,Adulto,0,0.43665393443111605,0.00812888534801938
53,2941.43,13,3,16,173.02529411764704,Bajo,Mayor,1,0.5198137431495037,0.0721569241900215
36,1600.55,2,4,65,24.250757575757575,Alto,Adulto,1,0.2343221042680668,0.008582364117424066
52,852.36,1,2,114,7.411826086956522,Alto,Mayor,1,0.07502224947516789,0.001386726433876563
60,2522.66,27,2,77,32.34179487179487,Alto,Mayor,1,0.43065189897673706,0.01203983841768322
22,2521.27,13,4,24,100.85079999999999,Bajo,Joven,1,0.43035594901995855,0.04131521015315915
55,1546.02,13,2,72,21.178356164383562,Alto,Mayor,1,0.2227119235895536,0.007269460897325421
57,4696.89,14,2,101,46.047941176470594,Alto,Mayor,1,0.8935751180606124,0.017896769595990555
51,2755.02,7,1,96,28.402268041237114,Alto,Mayor,1,0.480124511895485,0.01035639385137207
50,2355.72,14,5,105,22.223773584905658,Bajo,Mayor,1,0.39510809625399745,0.007716190251331565
43,2541.94,29,1,27,90.78357142857143,Alto,Adulto,1,0.4347568739168019,0.03701326680683491
24,1738.43,12,5,14,115.89533333333334,Bajo,Joven,0,0.26367863667139335,0.04774406290172674
35,1517.66,20,4,26,56.20962962962963,Bajo,Adulto,0,0.21667369281671972,0.02223907768190741
34,2623.16,16,2,92,28.20602150537634,Alto,Adulto,1,0.45204971959273876,0.010272533484718488
54,2203.74,8,2,18,115.98631578947368,Alto,Mayor,1,0.3627494815552915,0.04778294166255432
61,1983.1,13,3,73,26.798648648648648,Bajo,Mayor,0,0.31577221647355397,0.009671132786021734
26,2262.7,21,1,20,107.74761904761904,Alto,Joven,0,0.3753028696500125,0.04426236930447827
18,2004.56,29,4,36,54.177297297297294,Bajo,Joven,0,0.3203413431443938,0.021370618354440672
55,2056.66,7,3,83,24.48404761904762,Bajo,Mayor,1,0.33143414368263946,0.008682053971724541
25,4039.39,28,3,23,168.30791666666667,Bajo,Joven,0,0.7535844010952277,0.0701410873195902
39,1555.67,16,4,35,43.213055555555556,Bajo,Adulto,0,0.22476654019596573,0.016685361982866784
24,2226.31,17,4,41,53.00738095238095,Bajo,Joven,1,0.3675549423642782,0.020870687931677394
56,1296.74,19,1,53,24.013703703703705,Alto,Mayor,1,0.1696368119163505,0.008481065898121013
35,4098.2,23,3,72,56.13972602739726,Bajo,Adulto,0,0.7661058521442532,0.02220920636882715
59,2523.44,7,3,94,26.562526315789473,Bajo,Mayor,0,0.4308179716143538,0.009570232633456912
38,2857.47,11,3,100,28.29178217821782,Bajo,Adulto,0,0.5019375141055284,0.010309180865205481
33,1614.3,30,5,115,13.916379310344826,Bajo,Adulto,1,0.23724966679015658,0.00416626195963015
43,3577.95,2,2,117,30.321610169491525,Alto,Adulto,1,0.6553375319902741,0.011176570033861608
43,3711.11,10,3,19,185.5555,Bajo,Adulto,0,0.6836891120223816,0.07751135072769293
61,1715.43,27,2,54,31.189636363636364,Alto,Mayor,1,0.25878162299807955,0.01154749630059349
63,2980.47,27,5,22,129.58565217391305,Bajo,Mayor,0,0.528125891575859,0.0535942306641273
27,1898.98,18,1,39,47.4745,Alto,Joven,1,0.2978619212475036,0.018506368871052174
